State_County,County,State_abbr,State_full,County_ST,FedDistrict,Pop2020,Pop2010,GDP_2021,Lat,Lon
Tennessee_Carroll County,Carroll,TN,Tennessee,"Carroll, TN",8,27779,28522,688602,35.9657478,-88.4523791
Tennessee_Carter County,Carter,TN,Tennessee,"Carter, TN",6,56418,57424,1214690,36.2847441,-82.1265932
Tennessee_Cheatham County,Cheatham,TN,Tennessee,"Cheatham, TN",6,41101,39105,1430929,36.2551687,-87.1008077
Tennessee_Chester County,Chester,TN,Tennessee,"Chester, TN",8,17432,17131,416790,35.420253,-88.6113533
Tennessee_Claiborne County,Claiborne,TN,Tennessee,"Claiborne, TN",6,32023,32213,961782,36.5015422,-83.6607217
Tennessee_Clay County,Clay,TN,Tennessee,"Clay, TN",6,7629,7861,212413,36.5457493,-85.5457173
Tennessee_Cocke County,Cocke,TN,Tennessee,"Cocke, TN",6,36225,35662,937971,35.916198,-83.1192242
Tennessee_Coffee County,Coffee,TN,Tennessee,"Coffee, TN",6,57632,52796,3320988,35.4887586,-86.0782188
Tennessee_Crockett County,Crockett,TN,Tennessee,"Crockett, TN",8,14180,14586,647415,35.8187949,-89.1324936
Tennessee_Cumberland County,Cumberland,TN,Tennessee,"Cumberland, TN",6,61603,56053,2059872,35.9523984,-84.9947614
Tennessee_Davidson County,Davidson,TN,Tennessee,"Davidson, TN",6,694176,626681,86106457,36.1691287,-86.7847898
Tennessee_Decatur County,Decatur,TN,Tennessee,"Decatur, TN",8,11601,11757,343264,35.6031362,-88.1102917
Tennessee_DeKalb County,DeKalb,TN,Tennessee,"DeKalb, TN",6,20837,18723,740707,35.9822191,-85.8335959
Tennessee_Dickson County,Dickson,TN,Tennessee,"Dickson, TN",6,54376,49666,2303210,36.1455325,-87.3641546
Tennessee_Dyer County,Dyer,TN,Tennessee,"Dyer, TN",8,36693,38335,2065608,36.054196,-89.3983058
Tennessee_Fayette County,Fayette,TN,Tennessee,"Fayette, TN",8,41620,38413,1400182,35.1969933,-89.4138027
Tennessee_Fentress County,Fentress,TN,Tennessee,"Fentress, TN",6,18787,17959,561411,36.3698921,-84.9377641
Tennessee_Franklin County,Franklin,TN,Tennessee,"Franklin, TN",6,42485,41052,1371860,35.1559259,-86.0992032
Tennessee_Gibson County,Gibson,TN,Tennessee,"Gibson, TN",8,49159,49683,1717202,35.9916316,-88.9338117
Tennessee_Giles County,Giles,TN,Tennessee,"Giles, TN",6,29530,29485,1267012,35.2027228,-87.035319
Tennessee_Grainger County,Grainger,TN,Tennessee,"Grainger, TN",6,23565,22657,602756,36.2775091,-83.5095458
Tennessee_Greene County,Greene,TN,Tennessee,"Greene, TN",6,69571,68831,2751541,36.1794867,-82.8475235
Tennessee_Grundy County,Grundy,TN,Tennessee,"Grundy, TN",6,13485,13703,266588,35.3933855,-85.7103793
Tennessee_Hamblen County,Hamblen,TN,Tennessee,"Hamblen, TN",6,65110,62544,3614066,36.2183967,-83.2660711
Tennessee_Hamilton County,Hamilton,TN,Tennessee,"Hamilton, TN",6,371662,336463,29165122,35.163472,-85.2018432
Tennessee_Hancock County,Hancock,TN,Tennessee,"Hancock, TN",6,6493,6819,106720,36.5213528,-83.2274928
Tennessee_Hardeman County,Hardeman,TN,Tennessee,"Hardeman, TN",8,24836,27253,655361,35.2187853,-88.988697
Tennessee_Hardin County,Hardin,TN,Tennessee,"Hardin, TN",8,25583,26026,1088862,35.2018926,-88.1856958
Tennessee_Hawkins County,Hawkins,TN,Tennessee,"Hawkins, TN",6,56775,56833,1769151,36.4520892,-82.931485
Tennessee_Haywood County,Haywood,TN,Tennessee,"Haywood, TN",8,17002,18787,680030,35.5866782,-89.2826913
Tennessee_Henderson County,Henderson,TN,Tennessee,"Henderson, TN",8,28076,27769,861941,35.6539945,-88.3876742
Tennessee_Henry County,Henry,TN,Tennessee,"Henry, TN",8,32056,32330,1408240,36.325295,-88.3002878
Tennessee_Hickman County,Hickman,TN,Tennessee,"Hickman, TN",6,25387,24690,572795,35.8023275,-87.4671159
Tennessee_Houston County,Houston,TN,Tennessee,"Houston, TN",6,8292,8426,169910,36.2857824,-87.7055983
Tennessee_Humphreys County,Humphreys,TN,Tennessee,"Humphreys, TN",6,18590,18538,824761,36.0408218,-87.7904526
Tennessee_Jackson County,Jackson,TN,Tennessee,"Jackson, TN",6,11864,11638,241454,36.3542499,-85.6741278
Tennessee_Jefferson County,Jefferson,TN,Tennessee,"Jefferson, TN",6,55307,51407,2001402,36.0483379,-83.4411426
Tennessee_Johnson County,Johnson,TN,Tennessee,"Johnson, TN",6,17849,18244,490262,36.4532029,-81.8612467
Tennessee_Knox County,Knox,TN,Tennessee,"Knox, TN",6,475609,432226,32116447,35.9927265,-83.9377209
Tennessee_Lake County,Lake,TN,Tennessee,"Lake, TN",8,6988,7832,165055,36.3339054,-89.4855365
Tennessee_Lauderdale County,Lauderdale,TN,Tennessee,"Lauderdale, TN",8,25451,27815,836814,35.7629507,-89.6277318
Tennessee_Lawrence County,Lawrence,TN,Tennessee,"Lawrence, TN",6,44432,41869,1224658,35.2204764,-87.396546
Tennessee_Lewis County,Lewis,TN,Tennessee,"Lewis, TN",6,12363,12161,355406,35.5232441,-87.4969827
Tennessee_Lincoln County,Lincoln,TN,Tennessee,"Lincoln, TN",6,34540,33361,1269030,35.1427838,-86.5934033
Tennessee_Loudon County,Loudon,TN,Tennessee,"Loudon, TN",6,54910,48556,2482225,35.7350854,-84.3140848
Tennessee_Macon County,McMinn,TN,Tennessee,"McMinn, TN",6,24827,22248,2361915,36.5377572,-86.0009596
Tennessee_Madison County,McNairy,TN,Tennessee,"McNairy, TN",8,98360,98294,622630,35.6060563,-88.8334238
Tennessee_Marion County,Macon,TN,Tennessee,"Macon, TN",6,28924,28237,608970,35.1334215,-85.618399
Tennessee_Marshall County,Madison,TN,Tennessee,"Madison, TN",6,35016,30617,6998522,35.4683433,-86.765865
Tennessee_Maury County,Marion,TN,Tennessee,"Marion, TN",6,99590,80956,919470,35.6156963,-87.0777632
Tennessee_McMinn County,Marshall,TN,Tennessee,"Marshall, TN",6,54208,52266,1394212,35.4244722,-84.6199488
Tennessee_McNairy County,Maury,TN,Tennessee,"Maury, TN",8,25696,26075,4866176,35.1753751,-88.5637397
Tennessee_Meigs County,Meigs,TN,Tennessee,"Meigs, TN",6,12532,11753,296179,35.5122029,-84.8161018
Tennessee_Monroe County,Monroe,TN,Tennessee,"Monroe, TN",6,47177,44519,1695210,35.4478181,-84.249705
Tennessee_Montgomery County,Montgomery,TN,Tennessee,"Montgomery, TN",6,214251,172331,6748630,36.5003535,-87.3808865
Tennessee_Moore County,Moore,TN,Tennessee,"Moore, TN",6,6438,6362,642019,35.2888885,-86.358684
Tennessee_Morgan County,Morgan,TN,Tennessee,"Morgan, TN",6,21431,21987,378482,36.138697,-84.6392616
Tennessee_Obion County,Obion,TN,Tennessee,"Obion, TN",8,30131,31807,1460883,36.3579958,-89.1500236
Tennessee_Overton County,Overton,TN,Tennessee,"Overton, TN",6,22566,22083,635657,36.3448504,-85.2830756
Tennessee_Perry County,Perry,TN,Tennessee,"Perry, TN",6,8099,7915,195320,35.6637548,-87.8693232
Tennessee_Pickett County,Pickett,TN,Tennessee,"Pickett, TN",6,5061,5077,168751,36.5593638,-85.075741
Tennessee_Polk County,Polk,TN,Tennessee,"Polk, TN",6,16835,16825,342944,35.1094371,-84.5411124
Tennessee_Putnam County,Putnam,TN,Tennessee,"Putnam, TN",6,80929,72321,4161053,36.1409404,-85.4961801
Tennessee_Rhea County,Rhea,TN,Tennessee,"Rhea, TN",6,33443,31809,1798730,35.60059,-84.9495484
Tennessee_Roane County,Roane,TN,Tennessee,"Roane, TN",6,53841,54181,2935824,35.8472504,-84.5239292
Tennessee_Robertson County,Robertson,TN,Tennessee,"Robertson, TN",6,72275,66283,2883446,36.5275092,-86.8693538
Tennessee_Rutherford County,Rutherford,TN,Tennessee,"Rutherford, TN",6,339261,262604,20049270,35.8433688,-86.4172127
Tennessee_Scott County,Scott,TN,Tennessee,"Scott, TN",6,22090,22228,578153,36.435234,-84.50352
Tennessee_Sequatchie County,Sequatchie,TN,Tennessee,"Sequatchie, TN",6,15176,14112,347843,35.3723358,-85.410082
Tennessee_Sevier County,Sevier,TN,Tennessee,"Sevier, TN",6,99244,89889,5274873,35.7953454,-83.5184957
Tennessee_Shelby County,Shelby,TN,Tennessee,"Shelby, TN",8,936017,927644,72396291,35.1837942,-89.895397
Tennessee_Smith County,Smith,TN,Tennessee,"Smith, TN",6,20285,19166,800063,36.2566451,-85.9419149
Tennessee_Stewart County,Stewart,TN,Tennessee,"Stewart, TN",6,13859,13324,863361,36.4584642,-87.8118894
Tennessee_Sullivan County,Sullivan,TN,Tennessee,"Sullivan, TN",6,158755,156823,8976056,36.5096806,-82.3013363
Tennessee_Sumner County,Sumner,TN,Tennessee,"Sumner, TN",6,195561,160645,8132559,36.473443,-86.4597975
Tennessee_Tipton County,Tipton,TN,Tennessee,"Tipton, TN",8,61918,61081,1469140,35.5002588,-89.766803
Tennessee_Trousdale County,Trousdale,TN,Tennessee,"Trousdale, TN",6,11455,7870,220340,36.3930297,-86.1566909
Tennessee_Unicoi County,Unicoi,TN,Tennessee,"Unicoi, TN",6,17755,18313,652475,36.1001287,-82.4182181
Tennessee_Union County,Union,TN,Tennessee,"Union, TN",6,20187,19109,399452,36.2841401,-83.8360878
Tennessee_Van Buren County,Van Buren,TN,Tennessee,"Van Buren, TN",6,5947,5548,117867,35.6992335,-85.4584092
Tennessee_Warren County,Warren,TN,Tennessee,"Warren, TN",6,41605,39839,1553904,35.6782498,-85.7773428
Tennessee_Washington County,Washington,TN,Tennessee,"Washington, TN",6,130367,122979,7352530,36.2956649,-82.4950374
Tennessee_Wayne County,Wayne,TN,Tennessee,"Wayne, TN",6,16524,17021,391831,35.2428473,-87.8198433
Tennessee_Weakley County,Weakley,TN,Tennessee,"Weakley, TN",8,33334,35021,1490631,36.3035963,-88.7211938
Tennessee_White County,White,TN,Tennessee,"White, TN",6,27707,25841,850106,35.9270486,-85.4557854
Tennessee_Williamson County,Williamson,TN,Tennessee,"Williamson, TN",6,245348,183182,28412623,35.8948075,-86.8980679
Tennessee_Wilson County,Wilson,TN,Tennessee,"Wilson, TN",6,148130,113993,6895397,36.149527,-86.2912423
Texas_Anderson County,Anderson,TX,Texas,"Anderson, TX",11,57805,58458,2338744,31.8412615,-95.6617264
Texas_Andrews County,Andrews,TX,Texas,"Andrews, TX",11,18879,14786,4037848,32.3122581,-102.6402058
Texas_Angelina County,Angelina,TX,Texas,"Angelina, TX",11,86796,86771,3591845,31.2519514,-94.6110558
Texas_Aransas County,Aransas,TX,Texas,"Aransas, TX",11,23814,23158,813931,28.1042254,-96.977983
Texas_Archer County,Archer,TX,Texas,"Archer, TX",11,8730,9054,329561,33.6163054,-98.6872669
Texas_Armstrong County,Armstrong,TX,Texas,"Armstrong, TX",11,1869,1901,51001,34.964179,-101.3566363
Texas_Atascosa County,Atascosa,TX,Texas,"Atascosa, TX",11,51724,44911,3118965,28.8914775,-98.535381
Texas_Austin County,Austin,TX,Texas,"Austin, TX",11,29972,28417,1817418,29.8919013,-96.2701696
Texas_Bailey County,Bailey,TX,Texas,"Bailey, TX",11,6697,7165,469604,34.0675209,-102.8303446
Texas_Bandera County,Bandera,TX,Texas,"Bandera, TX",11,23861,20485,483029,29.756389,-99.2482849
Texas_Bastrop County,Bastrop,TX,Texas,"Bastrop, TX",11,91601,74171,2884674,30.1007718,-97.3106392
Texas_Baylor County,Baylor,TX,Texas,"Baylor, TX",11,3518,3726,189150,33.6188024,-99.2081888
Texas_Bee County,Bee,TX,Texas,"Bee, TX",11,32513,31861,803089,28.4160769,-97.7425858
Texas_Bell County,Bell,TX,Texas,"Bell, TX",11,369927,310235,19447993,31.0427479,-97.4812697
Texas_Bexar County,Bexar,TX,Texas,"Bexar, TX",11,2026823,1714773,118450810,29.4486708,-98.5201465
Texas_Blanco County,Blanco,TX,Texas,"Blanco, TX",11,12269,10497,514806,30.2664556,-98.399217
Texas_Borden County,Borden,TX,Texas,"Borden, TX",11,706,641,523078,32.7385899,-101.439199
Texas_Bosque County,Bosque,TX,Texas,"Bosque, TX",11,18603,18212,694301,31.9008189,-97.6376407
Texas_Bowie County,Bowie,TX,Texas,"Bowie, TX",11,93481,92565,4058241,33.4460648,-94.422393
Texas_Brazoria County,Brazoria,TX,Texas,"Brazoria, TX",11,380518,313166,18284025,29.1678175,-95.434647
Texas_Brazos County,Brazos,TX,Texas,"Brazos, TX",11,232555,194851,12002546,30.6567132,-96.3023935
Texas_Brewster County,Brewster,TX,Texas,"Brewster, TX",11,9237,9232,468782,29.8089965,-103.2524579
Texas_Briscoe County,Briscoe,TX,Texas,"Briscoe, TX",11,1487,1637,130051,34.5251725,-101.205893
Texas_Brooks County,Brooks,TX,Texas,"Brooks, TX",11,6964,7223,307427,27.0349936,-98.2152756
Texas_Brown County,Brown,TX,Texas,"Brown, TX",11,37633,38106,1611241,31.7641372,-98.998456
Texas_Burleson County,Burleson,TX,Texas,"Burleson, TX",11,18514,17187,1302834,30.4934867,-96.6220912
Texas_Burnet County,Burnet,TX,Texas,"Burnet, TX",11,49653,42750,2061505,30.7896305,-98.2011868
Texas_Caldwell County,Caldwell,TX,Texas,"Caldwell, TX",11,43979,38066,1114943,29.8323986,-97.628141
Texas_Calhoun County,Calhoun,TX,Texas,"Calhoun, TX",11,21001,21381,3575918,28.4417191,-96.5795739
Texas_Callahan County,Callahan,TX,Texas,"Callahan, TX",11,14110,13544,357266,32.2931499,-99.372249
Texas_Cameron County,Cameron,TX,Texas,"Cameron, TX",11,424180,406220,13225538,26.1029227,-97.4789584
Texas_Camp County,Camp,TX,Texas,"Camp, TX",11,13060,12401,419673,32.9745813,-94.979085
Texas_Carson County,Carson,TX,Texas,"Carson, TX",11,5854,6182,1161887,35.4054961,-101.3553558
Texas_Cass County,Cass,TX,Texas,"Cass, TX",11,29879,30464,1021562,33.0836979,-94.3575786
Texas_Castro County,Castro,TX,Texas,"Castro, TX",11,7396,8062,743580,34.5336207,-102.2587856
Texas_Chambers County,Chambers,TX,Texas,"Chambers, TX",11,45590,35096,2712178,29.6963741,-94.6694454
Texas_Cherokee County,Cherokee,TX,Texas,"Cherokee, TX",11,52875,50845,1602458,31.8438807,-95.1563425
Texas_Childress County,Childress,TX,Texas,"Childress, TX",11,7143,7041,276647,34.5246235,-100.2081658
Texas_Clay County,Clay,TX,Texas,"Clay, TX",11,10550,10752,260824,33.7859042,-98.2129174
Texas_Cochran County,Cochran,TX,Texas,"Cochran, TX",11,2897,3127,301946,33.6084401,-102.830449
Texas_Coke County,Coke,TX,Texas,"Coke, TX",11,3323,3320,198593,31.8771104,-100.6352305
Texas_Coleman County,Coleman,TX,Texas,"Coleman, TX",11,8100,8895,257815,31.9142052,-99.3466223
Texas_Collin County,Collin,TX,Texas,"Collin, TX",11,1072069,782341,81760030,33.1945322,-96.5794437
Texas_Collingsworth County,Collingsworth,TX,Texas,"Collingsworth, TX",11,2877,3057,91722,34.9633577,-100.2721351
Texas_Colorado County,Colorado,TX,Texas,"Colorado, TX",11,21610,20874,989279,29.596296,-96.5089347
Texas_Comal County,Comal,TX,Texas,"Comal, TX",11,164812,108472,8070901,29.8054913,-98.260544
Texas_Comanche County,Comanche,TX,Texas,"Comanche, TX",11,13750,13974,502059,31.9516447,-98.5496169
Texas_Concho County,Concho,TX,Texas,"Concho, TX",11,2827,4087,147104,31.3188831,-99.8636485
Texas_Cooke County,Cooke,TX,Texas,"Cooke, TX",11,41393,38437,2358390,33.6391964,-97.2103433
Texas_Coryell County,Coryell,TX,Texas,"Coryell, TX",11,76737,75388,1913648,31.3911774,-97.7980223
Texas_Cottle County,Cottle,TX,Texas,"Cottle, TX",11,1363,1505,81113,34.0919063,-100.2764416
Texas_Crane County,Crane,TX,Texas,"Crane, TX",11,4765,4375,774307,31.4227965,-102.4877739
Texas_Crockett County,Crockett,TX,Texas,"Crockett, TX",11,3513,3719,841281,30.7175316,-101.4042113
Texas_Crosby County,Crosby,TX,Texas,"Crosby, TX",11,5567,6059,295678,33.609144,-101.2987099
Texas_Culberson County,Culberson,TX,Texas,"Culberson, TX",11,2149,2398,2110390,31.4459085,-104.5269447
Texas_Dallam County,Dallam,TX,Texas,"Dallam, TX",11,7273,6703,792641,36.2863696,-102.5940204
Texas_Dallas County,Dallas,TX,Texas,"Dallas, TX",11,2635888,2368139,300392599,32.7669866,-96.7784238
Texas_Dawson County,Dawson,TX,Texas,"Dawson, TX",11,12974,13833,762538,32.742528,-101.9487714
Texas_Deaf Smith County,Deaf Smith,TX,Texas,"Deaf Smith, TX",11,18277,19372,1602409,34.9407663,-102.6075637
Texas_Delta County,Delta,TX,Texas,"Delta, TX",11,5349,5231,116936,33.3859329,-95.6733504
Texas_Denton County,Denton,TX,Texas,"Denton, TX",11,919324,662614,44566930,33.205132,-97.1211403
Texas_DeWitt County,DeWitt,TX,Texas,"DeWitt, TX",11,20174,20097,3877949,29.0823457,-97.3616543
Texas_Dickens County,Dickens,TX,Texas,"Dickens, TX",11,2140,2444,121181,33.6153628,-100.7876173
Texas_Dimmit County,Dimmit,TX,Texas,"Dimmit, TX",11,9925,9996,2832999,28.4235871,-99.7658713
Texas_Donley County,Donley,TX,Texas,"Donley, TX",11,3308,3677,165602,34.9550364,-100.8158457
Texas_Duval County,Duval,TX,Texas,"Duval, TX",11,11058,11782,371231,27.6811232,-98.4973933
Texas_Eastland County,Eastland,TX,Texas,"Eastland, TX",11,18388,18583,946002,32.3246454,-98.8365596
Texas_Ector County,Ector,TX,Texas,"Ector, TX",11,167701,137130,11399343,31.8653008,-102.5425068
Texas_Edwards County,Edwards,TX,Texas,"Edwards, TX",11,1923,2002,82851,29.9858774,-100.3073732
Texas_El Paso County,Ellis,TX,Texas,"Ellis, TX",11,841286,800647,7539483,31.7664803,-106.2414235
Texas_Ellis County,El Paso,TX,Texas,"El Paso, TX",11,191760,149610,37314154,32.3468783,-96.7969403
Texas_Erath County,Erath,TX,Texas,"Erath, TX",11,43224,37890,1780375,32.2366609,-98.2205073
Texas_Falls County,Falls,TX,Texas,"Falls, TX",11,17275,17866,464192,31.2519298,-96.9341275
Texas_Fannin County,Fannin,TX,Texas,"Fannin, TX",11,35913,33915,1100523,33.5911611,-96.1049882
Texas_Fayette County,Fayette,TX,Texas,"Fayette, TX",11,25547,24554,1941219,29.8778861,-96.9212309
Texas_Fisher County,Fisher,TX,Texas,"Fisher, TX",11,3784,3974,356972,32.7404728,-100.4031198
Texas_Floyd County,Floyd,TX,Texas,"Floyd, TX",11,5672,6446,420055,34.0737305,-101.3032742
Texas_Foard County,Foard,TX,Texas,"Foard, TX",11,1135,1336,110829,33.9633063,-99.8168285
Texas_Fort Bend County,Fort Bend,TX,Texas,"Fort Bend, TX",11,839706,585375,33897760,29.5266017,-95.7710149
Texas_Franklin County,Franklin,TX,Texas,"Franklin, TX",11,10821,10605,444925,33.1758457,-95.2190662
Texas_Freestone County,Freestone,TX,Texas,"Freestone, TX",11,19874,19816,1164310,31.7017487,-96.1449568
Texas_Frio County,Frio,TX,Texas,"Frio, TX",11,20379,17217,1250098,28.8693343,-99.1087876
Texas_Gaines County,Gaines,TX,Texas,"Gaines, TX",11,21996,17526,2285466,32.7439423,-102.6315614
Texas_Galveston County,Galveston,TX,Texas,"Galveston, TX",11,345089,291309,18351766,29.2339273,-94.8881969
Texas_Garza County,Garza,TX,Texas,"Garza, TX",11,6222,6461,269151,33.183792,-101.3011341
Texas_Gillespie County,Gillespie,TX,Texas,"Gillespie, TX",11,26960,24837,1378052,30.3250913,-98.9418512
Texas_Glasscock County,Glasscock,TX,Texas,"Glasscock, TX",11,1439,1226,3460454,31.8680062,-101.5214944
Texas_Goliad County,Goliad,TX,Texas,"Goliad, TX",11,7626,7210,380735,28.6607,-97.4304145
Texas_Gonzales County,Gonzales,TX,Texas,"Gonzales, TX",11,20948,19807,3443285,29.4619121,-97.4919205
Texas_Gray County,Gray,TX,Texas,"Gray, TX",11,21658,22535,1097837,35.4025424,-100.8123736
Texas_Grayson County,Grayson,TX,Texas,"Grayson, TX",11,138318,120877,5852474,33.624524,-96.675693
Texas_Gregg County,Gregg,TX,Texas,"Gregg, TX",11,124229,121730,8026139,32.4863971,-94.8162759
Texas_Grimes County,Grimes,TX,Texas,"Grimes, TX",11,29614,26604,1134025,30.5432314,-95.988082
Texas_Guadalupe County,Guadalupe,TX,Texas,"Guadalupe, TX",11,170608,131533,9234876,29.583532,-97.946771
Texas_Hale County,Hale,TX,Texas,"Hale, TX",11,32754,36273,1519168,34.0684364,-101.8228879
Texas_Hall County,Hall,TX,Texas,"Hall, TX",11,2939,3353,131137,34.6556227,-100.7638926
Texas_Hamilton County,Hamilton,TX,Texas,"Hamilton, TX",11,8557,8517,323380,31.7073424,-98.1117562
Texas_Hansford County,Hansford,TX,Texas,"Hansford, TX",11,5279,5613,548813,36.2728469,-101.3569304
Texas_Hardeman County,Hardeman,TX,Texas,"Hardeman, TX",11,4011,4139,228139,34.2899036,-99.7456973
Texas_Hardin County,Hardin,TX,Texas,"Hardin, TX",11,58305,54635,1473568,30.3296483,-94.3931782
Texas_Harris County,Harris,TX,Texas,"Harris, TX",11,4738253,4092459,420744039,29.857273,-95.3930371
Texas_Harrison County,Harrison,TX,Texas,"Harrison, TX",11,66386,65631,5195409,32.5479914,-94.3744344
Texas_Hartley County,Hartley,TX,Texas,"Hartley, TX",11,5443,6062,815561,35.8402444,-102.6100473
Texas_Haskell County,Haskell,TX,Texas,"Haskell, TX",11,5754,5899,357909,33.1759638,-99.730774
Texas_Hays County,Hays,TX,Texas,"Hays, TX",11,241365,157107,10025735,30.0612247,-98.0292673
Texas_Hemphill County,Hemphill,TX,Texas,"Hemphill, TX",11,3777,3807,578617,35.8159564,-100.2792102
Texas_Henderson County,Henderson,TX,Texas,"Henderson, TX",11,83792,78532,2175498,32.2116334,-95.8534183
Texas_Hidalgo County,Hidalgo,TX,Texas,"Hidalgo, TX",11,875200,774769,25508724,26.3963839,-98.18099
Texas_Hill County,Hill,TX,Texas,"Hill, TX",11,37006,35089,1212741,31.9826809,-97.130668
Texas_Hockley County,Hockley,TX,Texas,"Hockley, TX",11,22921,22935,1717515,33.605932,-102.3433978
Texas_Hood County,Hood,TX,Texas,"Hood, TX",11,63527,51182,2584467,32.430149,-97.8316766
Texas_Hopkins County,Hopkins,TX,Texas,"Hopkins, TX",11,37170,35161,1825997,33.1489673,-95.5654337
Texas_Houston County,Houston,TX,Texas,"Houston, TX",11,22835,23732,1085051,31.3230362,-95.4215995
Texas_Howard County,Howard,TX,Texas,"Howard, TX",11,36540,35012,9156941,32.3034712,-101.438772
Texas_Hudspeth County,Hudspeth,TX,Texas,"Hudspeth, TX",11,4906,3476,193432,31.4508678,-105.3775489
Texas_Hunt County,Hunt,TX,Texas,"Hunt, TX",11,99807,86129,5410798,33.1233077,-96.0842298
Texas_Hutchinson County,Hutchinson,TX,Texas,"Hutchinson, TX",11,20677,22150,4839787,35.837047,-101.3627461
Texas_Irion County,Irion,TX,Texas,"Irion, TX",11,1564,1599,1152829,31.3034241,-100.9813037
Texas_Jack County,Jack,TX,Texas,"Jack, TX",11,9056,9044,489994,33.2321615,-98.1711758
Texas_Jackson County,Jackson,TX,Texas,"Jackson, TX",11,14854,14075,697643,28.9598019,-96.58908
Texas_Jasper County,Jasper,TX,Texas,"Jasper, TX",11,35375,35710,1115835,30.7529323,-94.0222943
Texas_Jeff Davis County,Jeff Davis,TX,Texas,"Jeff Davis, TX",11,2220,2342,99483,30.6253574,-104.191873
Texas_Jefferson County,Jefferson,TX,Texas,"Jefferson, TX",11,250127,252273,18984347,29.8539997,-94.1493306
Texas_Jim Hogg County,Jim Hogg,TX,Texas,"Jim Hogg, TX",11,5184,5300,207078,27.0532308,-98.7475708
Texas_Jim Wells County,Jim Wells,TX,Texas,"Jim Wells, TX",11,40452,40838,1436311,27.7335157,-98.0908141
Texas_Johnson County,Johnson,TX,Texas,"Johnson, TX",11,179575,150934,7652401,32.3798207,-97.3649587
Texas_Jones County,Jones,TX,Texas,"Jones, TX",11,19875,20202,540508,32.7437089,-99.8744297
Texas_Karnes County,Karnes,TX,Texas,"Karnes, TX",11,15562,14824,7529186,28.9089957,-97.8522048
Texas_Kaufman County,Kaufman,TX,Texas,"Kaufman, TX",11,143198,103350,4819688,32.5989442,-96.2883773
Texas_Kendall County,Kendall,TX,Texas,"Kendall, TX",11,48523,33410,2524305,29.9435246,-98.7092693
Texas_Kenedy County,Kenedy,TX,Texas,"Kenedy, TX",11,379,416,336339,26.8902129,-97.5911434
Texas_Kent County,Kent,TX,Texas,"Kent, TX",11,786,808,199958,33.1847797,-100.7697199
Texas_Kerr County,Kerr,TX,Texas,"Kerr, TX",11,52869,49625,2510660,30.059953,-99.3533388
Texas_Kimble County,Kimble,TX,Texas,"Kimble, TX",11,4396,4607,168737,30.479472,-99.7463959
Texas_King County,King,TX,Texas,"King, TX",11,283,286,104783,33.6142675,-100.2453455
Texas_Kinney County,Kinney,TX,Texas,"Kinney, TX",11,3670,3598,122705,29.3470865,-100.4177003
Texas_Kleberg County,Kleberg,TX,Texas,"Kleberg, TX",11,30338,32061,1240176,27.4387348,-97.6606203
Texas_Knox County,Knox,TX,Texas,"Knox, TX",11,3683,3719,221550,33.6118897,-99.7303563
Texas_La Salle County,Lamar,TX,Texas,"Lamar, TX",11,7500,6886,2802184,28.3510976,-99.0967743
Texas_Lamar County,Lamb,TX,Texas,"Lamb, TX",11,49905,49793,805985,33.6672628,-95.5703477
Texas_Lamb County,Lampasas,TX,Texas,"Lampasas, TX",11,12710,13977,606000,34.0688615,-102.3480182
Texas_Lampasas County,La Salle,TX,Texas,"La Salle, TX",11,21789,19677,4093310,31.1967308,-98.2408885
Texas_Lavaca County,Lavaca,TX,Texas,"Lavaca, TX",11,20216,19263,1329410,29.3825778,-96.9236334
Texas_Lee County,Lee,TX,Texas,"Lee, TX",11,17397,16612,951752,30.3210907,-96.976326
Texas_Leon County,Leon,TX,Texas,"Leon, TX",11,17493,16801,874976,31.3004926,-95.9956219
Texas_Liberty County,Liberty,TX,Texas,"Liberty, TX",11,91547,75643,2529539,30.1585081,-94.8440607
Texas_Limestone County,Limestone,TX,Texas,"Limestone, TX",11,23340,23384,1555546,31.5475427,-96.593623
Texas_Lipscomb County,Lipscomb,TX,Texas,"Lipscomb, TX",11,3111,3302,564924,36.2801998,-100.2726827
Texas_Live Oak County,Live Oak,TX,Texas,"Live Oak, TX",11,12324,11531,1442462,28.3515349,-98.1269608
Texas_Llano County,Llano,TX,Texas,"Llano, TX",11,21958,19301,918753,30.7075845,-98.6846901
Texas_Loving County,Loving,TX,Texas,"Loving, TX",11,181,82,5851510,31.8449361,-103.5612293
Texas_Lubbock County,Lubbock,TX,Texas,"Lubbock, TX",11,314772,278831,15714220,33.6114688,-101.8199438
Texas_Lynn County,Lynn,TX,Texas,"Lynn, TX",11,6025,5915,392103,33.1784124,-101.8184933
Texas_Madison County,McCulloch,TX,Texas,"McCulloch, TX",11,14427,13664,372774,30.9668782,-95.9303719
Texas_Marion County,McLennan,TX,Texas,"McLennan, TX",11,9960,10546,14660950,32.7981821,-94.3568533
Texas_Martin County,McMullen,TX,Texas,"McMullen, TX",11,5816,4799,1703046,32.3098298,-101.9618363
Texas_Mason County,Madison,TX,Texas,"Madison, TX",11,4344,4012,594641,30.7039159,-99.2373018
Texas_Matagorda County,Marion,TX,Texas,"Marion, TX",11,36725,36702,286778,28.7747601,-96.0015316
Texas_Maverick County,Martin,TX,Texas,"Martin, TX",11,58378,54258,11139511,28.7297873,-100.316678
